Title,Text
[Christmas Greetings to Laurie A. Sawyer]By H. P. Lovecraft by By H. P. Lovecraft,"As Christmas snows (as yet a poet’s trope)Call back one’s bygone days of youth and hope,Four metrick lines I send—they’re quite enough—Tho’ once I fancy’d I could write the stuff!"
[Christmas Greetings to Rheinhart Kleiner]By H. P. Lovecraft by By H. P. Lovecraft,"St. John, whose art sublimely shinesIn liquid odes and melting lines,Let Theobald his regard expressIn verse of lesser loveliness.As now in regal state appearThe festive hours of Yuletide cheer,My strongest wish is that you mayFeel ev’ry blessing of the day!"
[Christmas Greetings to Sonia H. Greene]By H. P. Lovecraft by By H. P. Lovecraft,"Once more the ancient feast returns,And the bright hearth domestic burnsWith Yuletide’s added blaze;So, too, may all your joys increaseMidst floods of mem’ry, love, and peace,And dreams of Halcyon days."
The CityBy H. P. Lovecraft by By H. P. Lovecraft,"It was golden and splendid,That City of light;A vision suspendedIn deeps of the night;A region of wonder and glory, whose temples were marble and white.I remember the seasonIt dawn’d on my gaze;The mad time of unreason,The brain-numbing daysWhen Winter, white-sheeted and ghastly, stalks onward to torture and craze.More lovely than ZionIt shone in the sky,When the beams of OrionBeclouded my eye,Bringing sleep that was fill’d with dim mem’ries of moments obscure and gone by.Its mansions were statelyWith carvings made fair,Each rising sedatelyOn terraces rare,And the gardens were fragrant and bright with strange miracles blossoming there.The avenues lur’d meWith vistas sublime;Tall arches assur’d meThat once on a timeI had wander’d in rapture beneath them, and bask’d in the Halcyon clime.On the plazas were standingA sculptur’d array;Long-bearded, commanding,Grave men in their day—But one stood dismantled and broken, its bearded face batter’d away.In that city effulgentNo mortal I saw;But my fancy, indulgentTo memory’s law,Linger’d long on the forms in the plazas, and eyed their stone features with awe.I fann’d the faint emberThat glow’d in my mind,And strove to rememberThe aeons behind;To rove thro’ infinity freely, and visit the past unconfin’d.Then the horrible warningUpon my soul spedLike the ominous morningThat rises in red,And in panic I flew from the knowledge of terrors forgotten and dead."
The ConscriptBy H. P. Lovecraft by By H. P. Lovecraft,"I am a peaceful working man—I am not wise or strong—But I can follow Nature’s planIn labour, rest, and song.One day the men that rule us allDecided we must die,Else pride and freedom surely fallIn the dim bye and bye.They told me I must write my nameUpon a scroll of death;That some day I should rise to fameBy giving up my breath.I do not know what I have doneThat I should thus be boundTo wait for tortures one by one,And then an unmark’d mound.I hate no man, and yet they sayThat I must fight and kill;That I must suffer day by dayTo please a master’s will.I used to have a conscience free,But now they bid it rest;They’ve made a number out of me,And I must ne’er protest.They tell of trenches, long and deep,Fill’d with the mangled slain;They talk till I can scarcely sleep,So reeling is my brain.They tell of filth, and blood, and woe;Of things beyond belief;Of things that make me tremble soWith mingled fright and grief.I do not know what I shall do—Is not the law unjust?I can’t do what they want me to,And yet they say I must!Each day my doom doth nearer bring;Each day the State prepares;Sometimes I feel a watching thingThat stares, and stares, and stares.I never seem to sleep—my headWhirls in the queerest way.Why am I chosen to be deadUpon some fateful day?Yet hark—some fibre is o’erwrought—A giddying wine I quaff—Things seem so odd, I can do naughtBut laugh, and laugh, and laugh!"
Dead Passion’s FlameBy H. P. Lovecraft by By H. P. Lovecraft,"A Poem by Blank FrailtyAh, Passion, like a voice—that buds!With many thorns . . . that sharply stick:Recalls to me the longing of our bloods . . .And—makes my wearied heart requick! . . . . . . . ."
DespairBy H. P. Lovecraft by By H. P. Lovecraft,"O’er the midnight moorlands crying,Thro’ the cypress forests sighing,In the night-wind madly flying,Hellish forms with streaming hair;In the barren branches creaking,By the stagnant swamp-pools speaking,Past the shore-cliffs ever shrieking;Damn’d daemons of despair.Once, I think I half remember,Ere the grey skies of NovemberQuench’d my youth’s aspiring ember,Liv’d there such a thing as bliss;Skies that now are dark were beaming,Gold and azure, splendid seemingTill I learn’d it all was dreaming—Deadly drowsiness of Dis.But the stream of Time, swift flowing,Brings the torment of half-knowing—Dimly rushing, blindly goingPast the never-trodden lea;And the voyager, repining,Sees the wicked death-fires shining,Hears the wicked petrel’s whiningAs he helpless drifts to sea.Evil wings in ether beating;Vultures at the spirit eating;Things unseen forever fleetingBlack against the leering sky.Ghastly shades of bygone gladness,Clawing fiends of future sadness,Mingle in a cloud of madnessEver on the soul to lie.Thus the living, lone and sobbing,In the throes of anguish throbbing,With the loathsome Furies robbingNight and noon of peace and rest.But beyond the groans and gratingOf abhorrent Life, is waitingSweet Oblivion, culminatingAll the years of fruitless quest."
Fact and FancyBy H. P. Lovecraft by By H. P. Lovecraft,"How dull the wretch, whose philosophic mindDisdains the pleasures of fantastic kind;Whose prosy thoughts the joys of life exclude,And wreck the solace of the poet’s mood!Young Zeno, practic’d in the Stoic’s art,Rejects the language of the glowing heart;Dissolves sweet Nature to a mess of laws;Condemns th’ effect whilst looking for the cause;Freezes poor Ovid in an ic’d review,And sneers because his fables are untrue!In search of Truth the hopeful zealot goes,But all the sadder tums, the more he knows!Stay! vandal sophist, whose deep lore would blastThe graceful legends of the story’d past;Whose tongue in censure flays th’ embellish’d page,And scolds the comforts of a dreary age:Would’st strip the foliage from the vital boughTill all men grow as wisely dull as thou?Happy the man whose fresh, untainted eyeDiscerns a Pantheon in the spangled sky;Finds Sylphs and Dryads in the waving trees,And spies soft Notus in the southern breeze;For whom the stream a cheering carol sings,While reedy music by the fountain rings;To whom the waves a Nereid tale confideTill friendly presence fills the rising tide.Happy is he, who void of learning’s woes,Th’ ethereal life of body’d Nature knows:I scorn the sage that tells me it but seems,And flout his gravity in sunlit dreams!"
FestivalBy H. P. Lovecraft by By H. P. Lovecraft,"There is snow on the ground,And the valleys are cold,And a midnight profoundBlackly squats o’er the wold;But a light on the hilltops half-seen hints of feastings unhallow’d and old.There is death in the clouds,There is fear in the night,For the dead in their shroudsHail the sun’s turning flight,And chant wild in the woods as they dance round a Yule-altar fungous and white.To no gale of earth’s kindSways the forest of oak,Where the sick boughs entwin’dBy mad mistletoes choke,For these pow’rs are the pow’rs of the dark, from the graves of the lost Druid-folk.And mayst thou to such deedsBe an abbot and priest,Singing cannibal greedsAt each devil-wrought feast,And to all the incredulous world shewing dimly the sign of the beast."
Fungi from YuggothBy H. P. Lovecraft by By H. P. Lovecraft,"I. The BookThe place was dark and dusty and half-lostIn tangles of old alleys near the quays,Reeking of strange things brought in from the seas,And with queer curls of fog that west winds tossed.Small lozenge panes, obscured by smoke and frost,Just shewed the books, in piles like twisted trees,Rotting from floor to roof—congeriesOf crumbling elder lore at little cost.I entered, charmed, and from a cobwebbed heapTook up the nearest tome and thumbed it through,Trembling at curious words that seemed to keepSome secret, monstrous if one only knew.Then, looking for some seller old in craft,I could find nothing but a voice that laughed.II. PursuitI held the book beneath my coat, at painsTo hide the thing from sight in such a place;Hurrying through the ancient harbor lanesWith often-turning head and nervous pace.Dull, furtive windows in old tottering brickPeered at me oddly as I hastened by,And thinking what they sheltered, I grew sickFor a redeeming glimpse of clean blue sky.No one had seen me take the thing—but stillA blank laugh echoed in my whirling head,And I could guess what nighted worlds of illLurked in that volume I had coveted.The way grew strange—the walls alike and madding—And far behind me, unseen feet were padding.III. The KeyI do not know what windings in the wasteOf those strange sea-lanes brought me home once more,But on my porch I trembled, white with hasteTo get inside and bolt the heavy door.I had the book that told the hidden wayAcross the void and through the space-hung screensThat hold the undimensioned worlds at bay,And keep lost aeons to their own demesnes.At last the key was mine to those vague visionsOf sunset spires and twilight woods that broodDim in the gulfs beyond this earth’s precisions,Lurking as memories of infinitude.The key was mine, but as I sat there mumbling,The attic window shook with a faint fumbling.IV. RecognitionThe day had come again, when as a childI saw—just once—that hollow of old oaks,Grey with a ground-mist that enfolds and chokesThe slinking shapes which madness has defiled.It was the same—an herbage rank and wildClings round an altar whose carved sign invokesThat Nameless One to whom a thousand smokesRose, aeons gone, from unclean towers up-piled.I saw the body spread on that dank stone,And knew those things which feasted were not men;I knew this strange, grey world was not my own,But Yuggoth, past the starry voids—and thenThe body shrieked at me with a dead cry,And all too late I knew that it was I!V. HomecomingThe daemon said that he would take me homeTo the pale, shadowy land I half recalledAs a high place of stair and terrace, walledWith marble balustrades that sky-winds comb,While miles below a maze of dome on domeAnd tower on tower beside a sea lies sprawled.Once more, he told me, I would stand enthralledOn those old heights, and hear the far-off foam.All this he promised, and through sunset’s gateHe swept me, past the lapping lakes of flame,And red-gold thrones of gods without a nameWho shriek in fear at some impending fate.Then a black gulf with sea-sounds in the night:“Here was your home,” he mocked, “when you had sight!”VI. The LampWe found the lamp inside those hollow cliffsWhose chiseled sign no priest in Thebes could read,And from whose caverns frightened hieroglyphsWarned every living creature of earth’s breed.No more was there—just that one brazen bowlWith traces of a curious oil within;Fretted with some obscurely patterned scroll,And symbols hinting vaguely of strange sin.Little the fears of forty centuries meantTo us as we bore off our slender spoil,And when we scanned it in our darkened tentWe struck a match to test the ancient oil.It blazed—great God! . . . But the vast shapes we sawIn that mad flash have seared our lives with awe.VII. Zaman’s HillThe great hill hung close over the old town,A precipice against the main street’s end;Green, tall, and wooded, looking darkly downUpon the steeple at the highway bend.Two hundred years the whispers had been heardAbout what happened on the man-shunned slope—Tales of an oddly mangled deer or bird,Or of lost boys whose kin had ceased to hope.One day the mail-man found no village there,Nor were its folk or houses seen again;People came out from Aylesbury to stare—Yet they all told the mail-man it was plainThat he was mad for saying he had spiedThe great hill’s gluttonous eyes, and jaws stretched wide.VIII. The PortTen miles from Arkham I had struck the trailThat rides the cliff-edge over Boynton Beach,And hoped that just at sunset I could reachThe crest that looks on Innsmouth in the vale.Far out at sea was a retreating sail,White as hard years of ancient winds could bleach,But evil with some portent beyond speech,So that I did not wave my hand or hail.Sails out of Innsmouth! echoing old renownOf long-dead times. But now a too-swift nightIs closing in, and I have reached the heightWhence I so often scan the distant town.The spires and roofs are there—but look! The gloomSinks on dark lanes, as lightless as the tomb!IX. The CourtyardIt was the city I had known before;The ancient, leprous town where mongrel throngsChant to strange gods, and beat unhallowed gongsIn crypts beneath foul alleys near the shore.The rotting, fish-eyed houses leered at meFrom where they leaned, drunk and half-animate,As edging through the filth I passed the gateTo the black courtyard where the man would be.The dark walls closed me in, and loud I cursedThat ever I had come to such a den,When suddenly a score of windows burstInto wild light, and swarmed with dancing men:Mad, soundless revels of the dragging dead—And not a corpse had either hands or head!X. The Pigeon-FlyersThey took me slumming, where gaunt walls of brickBulge outward with a viscous stored-up evil,And twisted faces, thronging foul and thick,Wink messages to alien god and devil.A million fires were blazing in the streets,And from flat roofs a furtive few would flyBedraggled birds into the yawning skyWhile hidden drums droned on with measured beats.I knew those fires were brewing monstrous things,And that those birds of space had beenOutside—I guessed to what dark planet’s crypts they plied,And what they brought from Thog beneath their wings.The others laughed—till struck too mute to speakBy what they glimpsed in one bird’s evil beak.XI. The WellFarmer Seth Atwood was past eighty whenHe tried to sink that deep well by his door,With only Eb to help him bore and bore.We laughed, and hoped he’d soon be sane again.And yet, instead, young Eb went crazy, too,So that they shipped him to the county farm.Seth bricked the well-mouth up as tight as glue—Then hacked an artery in his gnarled left arm.After the funeral we felt bound to getOut to that well and rip the bricks away,But all we saw were iron hand-holds setDown a black hole deeper than we could say.And yet we put the bricks back—for we foundThe hole too deep for any line to sound.XII. The HowlerThey told me not to take the Briggs’ Hill pathThat used to be the highroad through to Zoar,For Goody Watkins, hanged in seventeen-four,Had left a certain monstrous aftermath.Yet when I disobeyed, and had in viewThe vine-hung cottage by the great rock slope,I could not think of elms or hempen rope,But wondered why the house still seemed so new.Stopping a while to watch the fading day,I heard faint howls, as from a room upstairs,When through the ivied panes one sunset rayStruck in, and caught the howler unawares.I glimpsed—and ran in frenzy from the place,And from a four-pawed thing with human face.XIII. HesperiaThe winter sunset, flaming beyond spiresAnd chimneys half-detached from this dull sphere,Opens great gates to some forgotten yearOf elder splendours and divine desires.Expectant wonders burn in those rich fires,Adventure-fraught, and not untinged with fear;A row of sphinxes where the way leads clearToward walls and turrets quivering to far lyres.It is the land where beauty’s meaning flowers;Where every unplaced memory has a source;Where the great river Time begins its courseDown the vast void in starlit streams of hours.Dreams bring us close—but ancient lore repeatsThat human tread has never soiled these streets.XIV. Star-WindsIt is a certain hour of twilight glooms,Mostly in autumn, when the star-wind poursDown hilltop streets, deserted out-of-doors,But shewing early lamplight from snug rooms.The dead leaves rush in strange, fantastic twists,And chimney-smoke whirls round with alien grace,Heeding geometries of outer space,While Fomalhaut peers in through southward mists.This is the hour when moonstruck poets knowWhat fungi sprout in Yuggoth, and what scentsAnd tints of flowers fill Nithon’s continents,Such as in no poor earthly garden blow.Yet for each dream these winds to us convey,A dozen more of ours they sweep away!XV. AntarktosDeep in my dream the great bird whispered queerlyOf the black cone amid the polar waste;Pushing above the ice-sheet lone and drearly,By storm-crazed aeons battered and defaced.Hither no living earth-shapes take their courses,And only pale auroras and faint sunsGlow on that pitted rock, whose primal sourcesAre guessed at dimly by the Elder Ones.If men should glimpse it, they would merely wonderWhat tricky mound of Nature’s build they spied;But the bird told of vaster parts, that underThe mile-deep ice-shroud crouch and brood and bide.God help the dreamer whose mad visions shewThose dead eyes set in crystal gulfs below!XVI. The WindowThe house was old, with tangled wings outthrown,Of which no one could ever half keep track,And in a small room somewhat near the backWas an odd window sealed with ancient stone.There, in a dream-plagued childhood, quite aloneI used to go, where night reigned vague and black;Parting the cobwebs with a curious lackOf fear, and with a wonder each time grown.One later day I brought the masons thereTo find what view my dim forbears had shunned,But as they pierced the stone, a rush of airBurst from the alien voids that yawned beyond.They fled—but I peered through and found unrolledAll the wild worlds of which my dreams had told.XVII. A MemoryThere were great steppes, and rocky table-landsStretching half-limitless in starlit night,With alien campfires shedding feeble lightOn beasts with tinkling bells, in shaggy bands.Far to the south the plain sloped low and wideTo a dark zigzag line of wall that layLike a huge python of some primal dayWhich endless time had chilled and petrified.I shivered oddly in the cold, thin air,And wondered where I was and how I came,When a cloaked form against a campfire’s glareRose and approached, and called me by my name.Staring at that dead face beneath the hood,I ceased to hope—because I understood.XVIII. The Gardens of YinBeyond that wall, whose ancient masonryReached almost to the sky in moss-thick towers,There would be terraced gardens, rich with flowers,And flutter of bird and butterfly and bee.There would be walks, and bridges arching overWarm lotos-pools reflecting temple eaves,And cherry-trees with delicate boughs and leavesAgainst a pink sky where the herons hover.All would be there, for had not old dreams flungOpen the gate to that stone-lanterned mazeWhere drowsy streams spin out their winding ways,Trailed by green vines from bending branches hung?I hurried—but when the wall rose, grim and great,I found there was no longer any gate.XIX. The BellsYear after year I heard that faint, far ringingOf deep-toned bells on the black midnight wind;Peals from no steeple I could ever find,But strange, as if across some great void winging.I searched my dreams and memories for a clue,And thought of all the chimes my visions carried;Of quiet Innsmouth, where the white gulls tarriedAround an ancient spire that once I knew.Always perplexed I heard those far notes falling,Till one March night the bleak rain splashing coldBeckoned me back through gateways of recallingTo elder towers where the mad clappers tolled.They tolled—but from the sunless tides that pourThrough sunken valleys on the sea’s dead floor.XX. Night-GauntsOut of what crypt they crawl, I cannot tell,But every night I see the rubbery things,Black, horned, and slender, with membraneous wings,And tails that bear the bifid barb of hell.They come in legions on the north wind’s swell,With obscene clutch that titillates and stings,Snatching me off on monstrous voyagingsTo grey worlds hidden deep in nightmare’s well.Over the jagged peaks of Thok they sweep,Heedless of all the cries I try to make,And down the nether pits to that foul lakeWhere the puffed shoggoths splash in doubtful sleep.But oh! If only they would make some sound,Or wear a face where faces should be found!XXI. NyarlathotepAnd at the last from inner Egypt cameThe strange dark One to whom the fellahs bowed;Silent and lean and cryptically proud,And wrapped in fabrics red as sunset flame.Throngs pressed around, frantic for his commands,But leaving, could not tell what they had heard;While through the nations spread the awestruck wordThat wild beasts followed him and licked his hands.Soon from the sea a noxious birth began;Forgotten lands with weedy spires of gold;The ground was cleft, and mad auroras rolledDown on the quaking citadels of man.Then, crushing what he chanced to mould in play,The idiot Chaos blew Earth’s dust away.XXII. AzathothOut in the mindless void the daemon bore me,Past the bright clusters of dimensioned space,Till neither time nor matter stretched before me,But only Chaos, without form or place.Here the vast Lord of All in darkness mutteredThings he had dreamed but could not understand,While near him shapeless bat-things flopped and flutteredIn idiot vortices that ray-streams fanned.They danced insanely to the high, thin whiningOf a cracked flute clutched in a monstrous paw,Whence flow the aimless waves whose chance combiningGives each frail cosmos its eternal law.“I am His Messenger,” the daemon said,As in contempt he struck his Master’s head.XXIII. MirageI do not know if ever it existed—That lost world floating dimly on Time’s stream—And yet I see it often, violet-misted,And shimmering at the back of some vague dream.There were strange towers and curious lapping rivers,Labyrinths of wonder, and low vaults of light,And bough-crossed skies of flame, like that which quiversWistfully just before a winter’s night.Great moors led off to sedgy shores unpeopled,Where vast birds wheeled, while on a windswept hillThere was a village, ancient and white-steepled,With evening chimes for which I listen still.I do not know what land it is—or dareAsk when or why I was, or will be, there.XXIV. The CanalSomewhere in dream there is an evil placeWhere tall, deserted buildings crowd alongA deep, black, narrow channel, reeking strongOf frightful things whence oily currents race.Lanes with old walls half meeting overheadWind off to streets one may or may not know,And feeble moonlight sheds a spectral glowOver long rows of windows, dark and dead.There are no footfalls, and the one soft soundIs of the oily water as it glidesUnder stone bridges, and along the sidesOf its deep flume, to some vague ocean bound.None lives to tell when that stream washed awayIts dream-lost region from the world of clay.XXV. St. Toad’s“Beware St. Toad’s cracked chimes!” I heard him screamAs I plunged into those mad lanes that windIn labyrinths obscure and undefinedSouth of the river where old centuries dream.He was a furtive figure, bent and ragged,And in a flash had staggered out of sight,So still I burrowed onward in the nightToward where more roof-lines rose, malign and jagged.No guide-book told of what was lurking here—But now I heard another old man shriek:“Beware St. Toad’s cracked chimes!” And growing weak,I paused, when a third greybeard croaked in fear:“Beware St. Toad’s cracked chimes!” Aghast, I fled—Till suddenly that black spire loomed ahead.XXVI. The FamiliarsJohn Whateley lived about a mile from town,Up where the hills began to huddle thick;We never thought his wits were very quick,Seeing the way he let his farm run down.He used to waste his time on some queer booksHe’d found around the attic of his place,Till funny lines got creased into his face,And folks all said they didn’t like his looks.When he began those night-howls we declaredHe’d better be locked up away from harm,So three men from the Aylesbury town farmWent for him—but came back alone and scared.They’d found him talking to two crouching thingsThat at their step flew off on great black wings.XXVII. The Elder PharosFrom Leng, where rocky peaks climb bleak and bareUnder cold stars obscure to human sight,There shoots at dusk a single beam of lightWhose far blue rays make shepherds whine in prayer.They say (though none has been there) that it comesOut of a pharos in a tower of stone,Where the last Elder One lives on alone,Talking to Chaos with the beat of drums.The Thing, they whisper, wears a silken maskOf yellow, whose queer folds appear to hideA face not of this earth, though none dares askJust what those features are, which bulge inside.Many, in man’s first youth, sought out that glow,But what they found, no one will ever know.XXVIII. ExpectancyI cannot tell why some things hold for meA sense of unplumbed marvels to befall,Or of a rift in the horizon’s wallOpening to worlds where only gods can be.There is a breathless, vague expectancy,As of vast ancient pomps I half recall,Or wild adventures, uncorporeal,Ecstasy-fraught, and as a day-dream free.It is in sunsets and strange city spires,Old villages and woods and misty downs,South winds, the sea, low hills, and lighted towns,Old gardens, half-heard songs, and the moon’s fires.But though its lure alone makes life worth living,None gains or guesses what it hints at giving.XXIX. NostalgiaOnce every year, in autumn’s wistful glow,The birds fly out over an ocean waste,Calling and chattering in a joyous hasteTo reach some land their inner memories know.Great terraced gardens where bright blossoms blow,And lines of mangoes luscious to the taste,And temple-groves with branches interlacedOver cool paths—all these their vague dreams shew.They search the sea for marks of their old shore—For the tall city, white and turreted—But only empty waters stretch ahead,So that at last they turn away once more.Yet sunken deep where alien polyps throng,The old towers miss their lost, remembered song.XXX. BackgroundI never can be tied to raw, new things,For I first saw the light in an old town,Where from my window huddled roofs sloped downTo a quaint harbour rich with visionings.Streets with carved doorways where the sunset beamsFlooded old fanlights and small window-panes,And Georgian steeples topped with gilded vanes—These were the sights that shaped my childhood dreams.Such treasures, left from times of cautious leaven,Cannot but loose the hold of flimsier wraithsThat flit with shifting ways and muddled faithsAcross the changeless walls of earth and heaven.They cut the moment’s thongs and leave me freeTo stand alone before eternity.XXXI. The DwellerIt had been old when Babylon was new;None knows how long it slept beneath that mound,Where in the end our questing shovels foundIts granite blocks and brought it back to view.There were vast pavements and foundation-walls,And crumbling slabs and statues, carved to shewFantastic beings of some long agoPast anything the world of man recalls.And then we saw those stone steps leading downThrough a choked gate of graven dolomiteTo some black haven of eternal nightWhere elder signs and primal secrets frown.We cleared a path—but raced in mad retreatWhen from below we heard those clumping feet.XXXII. AlienationHis solid flesh had never been away,For each dawn found him in his usual place,But every night his spirit loved to raceThrough gulfs and worlds remote from common day.He had seen Yaddith, yet retained his mind,And come back safely from the Ghooric zone,When one still night across curved space was thrownThat beckoning piping from the voids behind.He waked that morning as an older man,And nothing since has looked the same to him.Objects around float nebulous and dim—False, phantom trifles of some vaster plan.His folk and friends are now an alien throngTo which he struggles vainly to belong.XXXIII. Harbour WhistlesOver old roofs and past decaying spiresThe harbour whistles chant all through the night;Throats from strange ports, and beaches far and white,And fabulous oceans, ranged in motley choirs.Each to the other alien and unknown,Yet all, by some obscurely focussed forceFrom brooding gulfs beyond the Zodiac’s course,Fused into one mysterious cosmic drone.Through shadowy dreams they send a marching lineOf still more shadowy shapes and hints and views;Echoes from outer voids, and subtle cluesTo things which they themselves cannot define.And always in that chorus, faintly blent,We catch some notes no earth-ship ever sent.XXXIV. RecaptureThe way led down a dark, half-wooded heathWhere moss-grey boulders humped above the mould,And curious drops, disquieting and cold,Sprayed up from unseen streams in gulfs beneath.There was no wind, nor any trace of soundIn puzzling shrub, or alien-featured tree,Nor any view before—till suddenly,Straight in my path, I saw a monstrous mound.Half to the sky those steep sides loomed upspread,Rank-grassed, and cluttered by a crumbling flightOf lava stairs that scaled the fear-topped heightIn steps too vast for any human tread.I shrieked—andknewwhat primal star and yearHad sucked me back from man’s dream-transient sphere!XXXV. Evening StarI saw it from that hidden, silent placeWhere the old wood half shuts the meadow in.It shone through all the sunset’s glories—thinAt first, but with a slowly brightening face.Night came, and that lone beacon, amber-hued,Beat on my sight as never it did of old;The evening star—but grown a thousandfoldMore haunting in this hush and solitude.It traced strange pictures on the quivering air—Half-memories that had always filled my eyes—Vast towers and gardens; curious seas and skiesOf some dim life—I never could tell where.But now I knew that through the cosmic domeThose rays were calling from my far, lost home.XXXVI. ContinuityThere is in certain ancient things a traceOf some dim essence—more than form or weight;A tenuous aether, indeterminate,Yet linked with all the laws of time and space.A faint, veiled sign of continuitiesThat outward eyes can never quite descry;Of locked dimensions harbouring years gone by,And out of reach except for hidden keys.It moves me most when slanting sunbeams glowOn old farm buildings set against a hill,And paint with life the shapes which linger stillFrom centuries less a dream than this we know.In that strange light I feel I am not farFrom the fixt mass whose sides the ages are."
A GardenBy H. P. Lovecraft by By H. P. Lovecraft,"There’s an ancient, ancient garden that I see sometimes in dreams,Where the very Maytime sunlight plays and glows with spectral gleams;Where the gaudy-tinted blossoms seem to wither into grey,And the crumbling walls and pillars waken thoughts of yesterday.There are vines in nooks and crannies, and there’s moss about the pool,And the tangled weedy thicket chokes the arbour dark and cool:In the silent sunken pathways springs an herbage sparse and spare,Where the musty scent of dead things dulls the fragrance of the air.There is not a living creature in the lonely space around,And the hedge-encompass’d quiet never echoes to a sound.As I walk, and wait, and listen, I will often seek to findWhen it was I knew that garden in an age long left behind;I will oft conjure a vision of a day that is no more,As I gaze upon the grey, grey scenes I feel I knew before.Then a sadness settles o’er me, and a tremor seems to start:For I know the flow’rs are shrivell’d hopes—the garden is my heart!"
Hallowe’en in a SuburbBy H. P. Lovecraft by By H. P. Lovecraft,"The steeples are white in the wild moonlight,And the trees have a silver glare;Past the chimneys high see the vampires fly,And the harpies of upper air,That flutter and laugh and stare.For the village dead to the moon outspreadNever shone in the sunset’s gleam,But grew out of the deep that the dead years keepWhere the rivers of madness streamDown the gulfs to a pit of dream.A chill wind weaves thro’ the rows of sheavesIn the meadows that shimmer pale,And comes to twine where the headstones shineAnd the ghouls of the churchyard wailFor harvests that fly and fail.Not a breath of the strange grey gods of changeThat tore from the past its ownCan quicken this hour, when a spectral pow’rSpreads sleep o’er the cosmic throneAnd looses the vast unknown.So here again stretch the vale and plainThat moons long-forgotten saw,And the dead leap gay in the pallid ray,Sprung out of the tomb’s black mawTo shake all the world with awe.And all that the morn shall greet forlorn,The ugliness and the pestOf rows where thick rise the stones and brick,Shall some day be with the rest,And brood with the shades unblest.Then wild in the dark let the lemurs bark,And the leprous spires ascend;For new and old alike in the foldOf horror and death are penn’d,For the hounds of Time to rend."
The HouseBy H. P. Lovecraft by By H. P. Lovecraft,"’Tis a grove-circled dwellingSet close to a hill,Where the branches are tellingStrange legends of ill;Over timbers so oldThat they breathe of the dead,Crawl the vines, green and cold,By strange nourishment fed;And no man knows the juices they suck from the depths of their dank slimy bed.In the gardens are growingTall blossoms and fair,Each pallid bloom throwingPerfume on the air;But the afternoon sunWith its shining red raysMakes the picture loom dunOn the curious gaze,And above the sween scent of the the blossoms rise odours of numberless days.The rank grasses are wavingOn terrace and lawn,Dim memories sav’ringOf things that have gone;The stones of the walksAre encrusted and wet,And a strange spirit stalksWhen the red sun has set,And the soul of the watcher is fill’d with faint pictures he fain would forget.It was in the hot JunetimeI stood by that scene,When the gold rays of noontimeBeat bright on the green.But I shiver’d with cold,Groping feebly for light,As a picture unroll’d—And my age-spanning sightSaw the time I had been there before flash like fulgury out of the night."
In a Sequester’d Providence ChurchyardWhere Once Poe Walk’dBy H. P. Lovecraft by By H. P. Lovecraft,"Eternal brood the shadows on this ground,Dreaming of centuries that have gone before;Great elms rise solemnly by slab and mound,Arch’d high above a hidden world of yore.Round all the scene a light of memory plays,And dead leaves whisper of departed days,Longing for sights and sounds that are no more.Lonely and sad, a spectre glides alongAisles where of old his living footsteps fell;No common glance discerns him, tho’ his songPeals down thro’ time with a mysterious spell:Only the few who sorcery’s secret knowEspy amidst these tombs the shade of Poe."
Laeta; a LamentBy H. P. Lovecraft by By H. P. Lovecraft,"Respectfully Dedicated to Rheinhart Kleiner, Esq.With Compliments of the AuthorHow sad droop the willows by Zulal’s fair side,Where so lately I stray’d with my raven-hair’d bride:Ev’ry light-floating lily, each flow’r on the shore,Folds in sorrow since Laeta can see them no more!Oh, blest were the days when in childhood and hopeWith my Laeta I rov’d o’er the blossom-clad slope,Plucking white meadow-daisies and ferns by the stream,As we laugh’d at the ripples that twinkle and gleam.Not a bloom deck’d the mead that could rival in graceThe dear innocent charms of my Laeta’s fair face;Not a thrush thrill’d the grove with a carol so choiceAs the silvery strains of my Laeta’s sweet voice.The shy Nymphs of the woodland, the fount and the plain,Strove to equal her beauty, but strove all in vain;Yet no envy they bore her, while fruitless they strove,For so pure was my Laeta, they could only love!When the warm breath of Auster play’d soft o’er the flow’rs,And young Zephyrus rustled the gay scented bow’rs,Ev’ry breeze seem’d to pause as it drew near the fair,Too much aw’d at her sweetness to tumble her hair.How fond were our dreams on the day when we stoodIn the ivy-grown temple beside the dark wood;When our pledges we seal’d at the sanctify’d shrine,And I knew that my Laeta forever was mine!How blissful our thoughts when the wild autumn came,And the forests with scarlet and gold were aflame;Yet how heavy my heart when I first felt the fearThat my starry-eyed Laeta would fade with the year!The pastures were sere and the heavens were greyWhen I laid my lov’d Laeta forever away,And the river god pity’d, as weeping I pac’dMingling hot bitter tears with his cold frozen waste.Now the flow’rs have return’d, but they bloom not so sweetAs in days when they blossom’d round Laeta’s dear feet;And the willows complain to the answering hill,And the thrushes that once were so happy are still.The green meadows and groves in their loneliness pine,Whilst the Dryads no more in their madrigals join,The breeze once so joyous now murmurs and sighs,And blows soft o’er the spot where my lov’d Laeta lies.So pensive I roam o’er the desolate lawnWhere we wander’d and lov’d in the days that are gone,And I yearn for the autumn, when Zulal’s blue tideShall sing low by my grave at the lov’d Laeta’s side."
